dataset_row,prompt_id,source,generator,protocol
378,family_0378,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
379,family_0379,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
380,family_0380,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
381,family_0381,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
382,family_0382,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
383,family_0383,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
384,family_0384,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
385,family_0385,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
386,family_0386,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
387,family_0387,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
388,family_0388,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
389,family_0389,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
390,family_0390,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
391,family_0391,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
392,family_0392,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
393,family_0393,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
394,family_0394,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
395,family_0395,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
396,family_0396,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
397,family_0397,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
398,family_0398,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
399,family_0399,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
400,family_0400,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
401,family_0401,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
402,family_0402,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
403,family_0403,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
404,family_0404,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
405,family_0405,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
406,family_0406,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
407,family_0407,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
408,family_0408,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
409,family_0409,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
410,family_0410,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
411,family_0411,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
412,family_0412,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
413,family_0413,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
414,family_0414,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
415,family_0415,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
416,family_0416,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
417,family_0417,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
418,family_0418,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
419,family_0419,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
420,family_0420,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
421,family_0421,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
422,family_0422,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
423,family_0423,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
424,family_0424,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
425,family_0425,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
426,family_0426,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
427,family_0427,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
428,family_0428,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
429,family_0429,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
430,family_0430,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
431,family_0431,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
432,family_0432,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
433,family_0433,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
434,family_0434,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
435,family_0435,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
436,family_0436,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
437,family_0437,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
438,family_0438,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
439,family_0439,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
440,family_0440,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
441,family_0441,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
442,family_0442,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
443,family_0443,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
444,family_0444,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
445,family_0445,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
446,family_0446,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
447,family_0447,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
448,family_0448,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
449,family_0449,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
450,family_0450,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
451,family_0451,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
452,family_0452,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
453,family_0453,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
454,family_0454,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
455,family_0455,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
456,family_0456,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
457,family_0457,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
458,family_0458,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
459,family_0459,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
460,family_0460,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
461,family_0461,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
462,family_0462,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
463,family_0463,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
464,family_0464,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
465,family_0465,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
466,family_0466,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
467,family_0467,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
468,family_0468,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
469,family_0469,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
470,family_0470,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
471,family_0471,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
472,family_0472,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
473,family_0473,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
474,family_0474,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
475,family_0475,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
476,family_0476,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
477,family_0477,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
478,family_0478,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
479,family_0479,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
480,family_0480,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
481,family_0481,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
482,family_0482,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
483,family_0483,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
484,family_0484,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
485,family_0485,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
486,family_0486,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
487,family_0487,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
488,family_0488,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
489,family_0489,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
490,family_0490,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
491,family_0491,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
492,family_0492,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
493,family_0493,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
494,family_0494,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
495,family_0495,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
496,family_0496,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
497,family_0497,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
498,family_0498,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
499,family_0499,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
500,family_0500,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
501,family_0501,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
502,family_0502,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
503,family_0503,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
504,family_0504,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
505,family_0505,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
506,family_0506,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
507,family_0507,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
508,family_0508,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
509,family_0509,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
510,family_0510,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
511,family_0511,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
512,family_0512,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
513,family_0513,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
514,family_0514,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
515,family_0515,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
516,family_0516,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
517,family_0517,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
518,family_0518,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
519,family_0519,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
520,family_0520,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
521,family_0521,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
522,family_0522,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
523,family_0523,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
524,family_0524,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
525,family_0525,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
526,family_0526,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
527,family_0527,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
528,family_0528,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
529,family_0529,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
530,family_0530,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
531,family_0531,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
532,family_0532,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
533,family_0533,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
534,family_0534,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
535,family_0535,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
536,family_0536,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
537,family_0537,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
538,family_0538,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
539,family_0539,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
540,family_0540,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
541,family_0541,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
542,family_0542,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
543,family_0543,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
544,family_0544,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
545,family_0545,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
546,family_0546,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
547,family_0547,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
548,family_0548,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
549,family_0549,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
550,family_0550,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
551,family_0551,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
552,family_0552,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
553,family_0553,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
554,family_0554,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
555,family_0555,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
556,family_0556,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
557,family_0557,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
558,family_0558,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
559,family_0559,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
560,family_0560,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
561,family_0561,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
562,family_0562,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
563,family_0563,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
564,family_0564,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
565,family_0565,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
566,family_0566,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
567,family_0567,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
568,family_0568,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
569,family_0569,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
570,family_0570,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
571,family_0571,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
572,family_0572,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
573,family_0573,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
574,family_0574,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
575,family_0575,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
576,family_0576,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
577,family_0577,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
578,family_0578,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
579,family_0579,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
580,family_0580,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
581,family_0581,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
582,family_0582,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
583,family_0583,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
584,family_0584,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
585,family_0585,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
586,family_0586,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
587,family_0587,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
588,family_0588,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
589,family_0589,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
590,family_0590,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
591,family_0591,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
592,family_0592,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
593,family_0593,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
594,family_0594,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
595,family_0595,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
596,family_0596,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
597,family_0597,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
598,family_0598,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
599,family_0599,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
600,family_0600,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
601,family_0601,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
602,family_0602,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
603,family_0603,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
604,family_0604,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
605,family_0605,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
606,family_0606,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
607,family_0607,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
608,family_0608,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
609,family_0609,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
610,family_0610,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
611,family_0611,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
612,family_0612,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
613,family_0613,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
614,family_0614,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
615,family_0615,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
616,family_0616,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
617,family_0617,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
618,family_0618,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
619,family_0619,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
620,family_0620,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
621,family_0621,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
622,family_0622,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
623,family_0623,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
624,family_0624,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
625,family_0625,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
626,family_0626,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
627,family_0627,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
628,family_0628,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
629,family_0629,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
630,family_0630,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
631,family_0631,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
632,family_0632,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
633,family_0633,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
634,family_0634,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
635,family_0635,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
636,family_0636,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
637,family_0637,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
638,family_0638,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
639,family_0639,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
640,family_0640,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
641,family_0641,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
642,family_0642,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
643,family_0643,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
644,family_0644,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
645,family_0645,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
646,family_0646,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
647,family_0647,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
648,family_0648,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
649,family_0649,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
650,family_0650,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
651,family_0651,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
652,family_0652,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
653,family_0653,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
654,family_0654,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
655,family_0655,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
656,family_0656,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
657,family_0657,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
658,family_0658,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
659,family_0659,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
660,family_0660,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
661,family_0661,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
662,family_0662,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
663,family_0663,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
664,family_0664,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
665,family_0665,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
666,family_0666,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
667,family_0667,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
668,family_0668,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
669,family_0669,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
670,family_0670,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
671,family_0671,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
672,family_0672,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
673,family_0673,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
674,family_0674,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
675,family_0675,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
676,family_0676,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
677,family_0677,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
678,family_0678,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
679,family_0679,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
680,family_0680,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
681,family_0681,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
682,family_0682,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
683,family_0683,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
684,family_0684,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
685,family_0685,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
686,family_0686,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
687,family_0687,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
688,family_0688,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
689,family_0689,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
690,family_0690,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
691,family_0691,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
692,family_0692,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
693,family_0693,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
694,family_0694,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
695,family_0695,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
696,family_0696,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
697,family_0697,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
698,family_0698,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
699,family_0699,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
700,family_0700,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
701,family_0701,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
702,family_0702,protocol_4,Codex GPT-5.6 Sol Ultra,generation_protocol_4.md
